bdd name;batch name;resultat (ok|ko);commentaire
crm_71_crm;2016-07-21a_sls_periode.sql;OK;
crm_71_skifute;2016-07-21a_sls_periode.sql;OK;
crm_71_francefute;2016-07-21a_sls_periode.sql;OK;
